2,2715.7,260.66,2766,265.52,1813.8,252.02,1971.5,250.99,3740.1,322.95,3030.8,286.9,3069.9,303.08,3671.2,341.06,3833.7,337.04,3319.6,344.17,2686.8,298.81,2383.2,276.31,4881.9,336.66
308,2862.5,233.34,2963.1,230.35,1868.6,225.55,1852.1,215.11,3753.4,278.81,3039,253.31,3050.7,269.7,3339.3,285.71,3512.6,308.19,2871,298.2,2354.3,251.74,2280.7,242.6,3962.4,295.69
584,3225.4,242.68,3207.9,241.64,2151.9,238.19,2449.2,239.97,4906.2,319.94,3594.2,276.3,3404.8,270.39,4138.7,321.09,4856.1,344.47,3468.8,317.4,2925.7,278.8,3007.9,270.57,5345.1,324.93
878,3293.9,237.13,3109.5,228.69,2176.5,233.84,2470.2,230.18,4626.9,305.21,3644.5,264.45,3563.2,266.07,4412.7,290.39,5220.4,321.18,3705.7,287.07,3229.1,268.78,3141.2,250.5,5803.5,309.09
1182,3115.9,251.18,2908.7,244.57,2149.3,243.26,2381.3,237.78,4272.5,325,3364.1,277.28,3307.8,275.27,4373.5,292.83,5265.8,329.98,3475.9,286.22,3223.1,280.33,2904,258.14,5533.6,316.23
1480,3410.8,268.13,3409.1,262.59,2342.1,264.62,2448.2,253.67,3862.7,298.5,3603.5,287.94,3767.5,298.89,4037.5,312.2,4847.1,346.01,3009.9,299.19,3074.8,303.89,2870.9,282.28,4717.9,322.67
1782,3626.8,248.48,3451.3,241.46,2552,241.7,2678.6,232.65,5416.5,321.45,3871.2,268.29,4089.5,280.49,4850.8,287.7,5733.2,318.96,3900.6,280.54,3691.2,275.27,3522.4,255.58,6294.3,320.3
2080,2886.3,268.38,2988.7,265.26,2007.8,260.06,2358.4,265.09,4133.2,315.4,3216.4,281.85,3615.7,295.21,3876.1,307.45,4973.4,336.28,3604,314.54,3264.3,297.78,2806.6,284.07,4928.3,322.69
2380,3359.5,275.76,3468.5,269.21,2349.5,265.73,2684,263.51,5060.4,341.12,3519.1,283.84,4110.8,306.52,4390,320.9,4685.5,347.24,3346,315.52,3139.1,296.86,3084.5,287.94,5021.3,353.34
2680,3322.7,239.37,3462.5,234.88,2291.4,223.9,2472.2,219.72,4866.9,295.44,3568.1,240.18,4467.3,283.28,4531.5,277,5273.2,302.37,2990.2,251.71,3636,255.13,3331.7,244.3,5155.3,289.63
2980,2954,270.18,3268.1,267.77,2310,257.45,2546.7,256.92,4762.4,329.79,3361,278.02,4241.8,315.96,4817.7,326.92,5805.9,345.35,3684.2,313.52,3786.7,300.58,3558.7,297.59,5688.1,336.27
3280,3396.4,246.43,3777,243.59,2566.3,222.9,2800,216.26,5468,308.39,3632.4,239.47,4493.7,281.46,4448,283.88,4916,303.69,3599.4,276.93,3615.4,262.13,3459,257.31,4654.4,290.55
3582,3787.7,241.32,4183.2,241.65,2865.3,220.01,3053.8,220.37,6362.3,313.69,4155.8,240.77,5001.7,279.28,5044.4,289.38,6186.6,309.03,4209,273.61,3986.7,256.89,4049.9,255.03,5949.9,291.32
3880,3431.5,279.1,3471.7,269.99,2361.7,250.99,2590.5,258.62,3819.3,304.75,3368.3,267.93,4467.2,314.8,4399.8,319.59,6390.7,345.53,3386.8,299.03,3590.7,291.68,3606.7,293.47,5366.9,316.17
4180,3914.4,249.39,4127.8,236.55,2708,217.78,2985.7,218.98,5749.9,314.78,3974.1,239.19,5017.4,293.12,4972.5,298.65,5710.8,308.11,4073.9,276.12,3649.1,260.29,4035.5,266.84,5232.8,290.15
4478,4026.3,294.92,4053,279.51,2644.4,266.69,2855.5,263.25,5854.3,331.54,3895.6,281.04,5097.7,323.65,5078.6,340.31,5978.6,353.17,4073.5,319.01,3546.1,300.99,4150.8,309.15,5533.8,339.51
4780,3803.9,280.07,3759.9,254.14,2376.1,244.09,2745.4,246.07,5395.1,330.56,3792,264.78,4973.8,316.03,4957.9,331.33,6119.2,347.83,3943,310.74,3136.3,282.84,4003.9,302.6,5505,326.37
5080,3780,253.26,3931.5,230.32,2593.1,214.89,2948.4,224.91,5870,318.4,3781.7,242.72,4823.1,299.65,4616.2,299.23,5226.6,312.93,4136.3,282.56,3456.8,257.06,4133.6,279.2,4813.4,291.92
5378,3983.3,280.91,4098.4,262.31,2842.2,257.22,3179.7,266.06,6534.2,349.97,3946,271.63,5399.1,325.35,5126.9,336.08,6120.1,340.37,4654.5,325.67,3755.6,297.44,4855.7,319.6,5760.3,333.71
5678,4048.2,278.48,3809.9,248.79,2820.3,254.96,3177.7,259.31,6343.6,340.27,3442.4,256.54,5302.9,313.37,5153.1,319.44,6991.8,326.42,4891.8,316.46,3777.2,286.47,5172.1,309.77,5999.2,318.58
5978,3986,257.76,4052.5,225.33,2986.1,231.93,3297.2,235.26,5657.5,325.85,3535.8,230.19,4744.3,306.24,4611.2,294.33,5159.6,310.89,4331.7,288.02,3503.8,255.05,4609.6,282.43,4791.1,292.44
6278,3068.3,262.3,3098.9,236.88,2419.6,248.95,2684.4,249.06,4975.2,318.4,3251.3,260.48,4569.3,309.86,4153.1,311.07,4758.6,317.54,3676.2,297.99,2580.6,264.79,4323.5,301.54,3749.7,294.85
6578,3999.2,265.09,3860.4,235.17,2875.2,244.95,3200.1,243.59,6393.9,328.06,3649.9,239.77,5347.3,308.68,5181.1,300.09,7076.3,315.73,5003.6,297.99,3856.8,261.6,5225.4,290.31,5538,304.62
6880,3581.7,261.49,3277.2,221.83,2446.9,229.77,2767.2,223.18,5554,314.04,3119,229.45,4655.6,297.55,4919.4,289.91,6654,308.6,4699.5,287.64,3457.2,248.78,4468.4,271.16,5508,296.77
7178,4248,279.75,3877.3,247.19,2826,258.91,3276.1,251.18,6581.7,332.25,3504.3,253.13,5179.9,306.4,4778.4,306.79,5695.7,327.02,4452.3,308.41,3298.2,276.34,4768.7,294.35,4908,306.08
7478,4194.2,255.31,3819.7,221.89,3189.8,243.29,3349.2,235.01,7336.9,329.63,3520.9,231.21,5481.1,287.21,5262.9,282.83,7856.3,301.47,5274.9,277.15,4041.1,245.62,5208.9,267.82,6176.5,286.11
7778,3737.6,294.23,3355.4,267.52,2738,281.46,3046.4,274.6,6242.5,347.37,3164.6,276.29,4808.9,318.35,4842.6,340.88,6532.2,345.3,4638,328.86,3430.3,295.72,4678.8,307.57,5175.8,334.98
8078,4467.1,281.68,3905.3,245.27,3440.4,267.93,3631.1,256.77,6730.4,355.41,3460.5,260.56,5341.3,311.38,4852.2,321.82,5909.2,341.12,4709.3,311.9,3451.9,274.9,4840.7,297.22,5207.6,323.6
8378,4156.1,257.85,3522.6,213.66,3248.4,234.88,3395.1,226.88,7131.1,335.35,3610.7,232.68,5698.5,280.07,4889.2,284.17,6786.6,296.5,4877.3,273.39,3573.1,234.16,4982.6,254.31,5487.9,289.83
8680,3734.3,293.47,3051.3,249.16,3033.6,270.24,3043.4,262.91,6486.7,362.77,3194.4,270.45,4960,311.42,4768.5,328.14,6722.1,339.69,4914.2,315.58,3344.1,278.62,4605.7,294.16,5498.6,337.71
8984,4233.4,271.71,3183.7,227.85,3376.2,248.46,3485.7,242.02,6281.3,339.39,3383.1,251.19,5190.1,300.41,4410.9,303.12,5207.6,315.59,4503.7,294.75,2990.4,253.87,4468.6,271.92,4650.1,307.06
9316,4212,248.67,3439.1,200.96,3258.4,217.62,3503.8,219.53,6805.9,323.11,3479,225.11,6140.2,282.88,4683.9,267.62,6378.8,282.6,4980.3,256.9,3344.8,225.19,4954.9,243.09,5185.5,275.85
9600,4076.4,288.74,3223.2,250.56,3243.6,260.88,3417.8,265.86,7277.7,368.1,3411.7,273.89,5495.2,305.58,4777.4,319.06,6478.3,325.29,4915.8,307.94,3472.4,280.47,4586.5,283.25,5407.8,328.63
9922,4540.6,259.54,3361.6,212.17,3697.2,229.72,4056.7,241.36,7861.2,362.67,3635.9,246.88,5770.5,277.54,4662,273.23,5994.6,296.38,4972.7,267.52,3435.7,241.36,4791.2,251.65,5340,295.77
10184,4549.9,297.09,3088.8,260.78,3381.6,276.1,3556.7,274.92,7414,335.85,3456.4,282.64,5693.2,313.32,4383.3,323.64,5694,332.59,4532.4,311.87,3389.8,293.51,4316.8,295.76,3162.1,299.59
10482,4215,283.62,2932.5,247.64,3370.7,259.98,3452.4,263.61,8197.6,378.51,3438,276.37,5698.1,300.69,4566,308.18,6553,329.01,4905.7,297.46,3716.3,280.39,4481.9,280.81,3811.2,293.12
10788,4396,263.59,2943.2,209.51,3569.3,233.9,3492.2,236.55,6954,355,3362.8,252.5,5191.7,280.27,4069.6,270.25,5200.9,300.33,4255.8,264.66,3327.1,246.23,3901.5,246.87,4666.7,288.22
11094,4960.3,282.52,3247.3,246.68,3995,259.14,4043.8,271.74,9031.3,386.19,3718.6,274,6161.2,288.82,4878.3,307.94,7061.7,337.18,5347,304.15,3930.2,284.58,4763.5,280.78,6330.7,322.98
11380,3681.3,268.11,2511,230.12,2713.8,244.37,2144.9,226.59,6288,343.8,3337.2,276.28,4814.8,275.31,3537.8,282.62,5091.3,301.88,4029,278,3000.1,267.56,3067.1,259.45,4241.7,285.19
11682,4445.6,254.07,2836.4,204.26,3292.4,214.75,3189.1,217.88,6606.7,353.49,3539.6,239.17,4811.1,255.9,3797.7,251.52,4754.5,269.94,4273.5,252.12,2982.6,228.84,3706.5,233.68,4425,265.3
11980,4787.3,288.16,2945,245.9,3325.8,253.65,3470.7,261.89,7824.9,373.89,3807.5,282.14,5660.8,284.4,4194.4,301.55,5565.2,311.09,4650.5,297.72,3299.2,282.26,4211.2,278.69,4945.3,305
12292,4482.1,268.88,2850.3,221.26,3103.1,229.26,3930.6,243.14,8357.9,345.52,3716.6,262.49,5598.5,266.74,4550.2,280.5,6136.3,286.14,5095.1,275.5,3713.6,261.62,4519.1,262.18,4670.6,267.22
12580,3806.8,255.43,2345.2,202.65,2621.5,209.79,2989.5,224.09,6477.4,323.96,3290.1,265.45,4772.6,257.05,3970.2,267.58,5316.5,269.83,4322.4,259.26,2941.1,233.25,3682.1,251.52,3612,240.33
12878,4901.3,279.35,3085.3,234.51,3501.5,249.41,4175.4,253.23,8035.2,358.18,4169.5,285.76,5877.2,282.68,4359.4,297.06,5951.9,301.26,4969.1,286.98,3897.1,272.78,4593.5,278.11,5341.4,294.06
13182,4390.7,262.48,2657.9,218.54,2881.7,220.47,2861.7,220.45,7446.5,325.7,3930,268.71,5587.3,268.7,4207.2,279.14,3900.2,248.67,4518.3,264.95,3226.1,241.09,4250.9,257.48,4941.8,266.11
13480,3797.2,297.23,2218.3,257.09,2427.4,259.95,2528,257.89,6171.4,348.36,3298.7,303.27,4567.4,297.47,4209.4,330.36,4745.7,319.33,4286.9,312.82,3018,295.4,3612.8,303.38,4780.4,316.15
13780,4810.1,284.17,2977.8,244.68,3226.1,246.63,3592.8,260.03,7547.7,355.35,4302.5,291.66,5387.6,292.16,4571.9,315.63,4266.8,291.38,4459,299.15,3482.5,280.61,4267,286.58,5003.8,307.89
14082,4916.2,250.86,2898.6,203.03,2960.6,198.61,3489.4,219.28,7990.4,312.18,4379.2,264.54,5775.1,256.86,4737,268.96,5530.2,255.79,4789.2,246.55,3472.4,230.68,4468.7,246.47,5374.8,260.65
14380,4668.5,299.15,2748.3,249.3,2787.7,249.09,3152.1,261.17,6855.7,332.23,4347.3,306.75,5645.7,307.53,4764.5,326.66,5731,315.76,4900.1,303.31,3797,290.59,4497.6,297.62,5574.9,320.99
14680,5397.8,284.17,3230.2,237.42,3134.9,231.73,3342.6,240.92,7304,333.82,5028.8,292.42,5738.3,290.29,4658.3,303.06,5468.2,285.5,4716.2,279.05,3830.7,271.04,4437.9,283.3,5354.9,301.59
14980,4899,258.91,2854.5,208.53,2793.7,207.76,2958.5,214.35,7117.1,298.63,4825,271.72,6137.4,272.76,5029.4,283.64,5272.9,256.57,4735.6,254.41,3940.2,240.19,4536.6,257.58,5785.6,288.82
15282,4095.6,277.17,2432.8,233.92,2358.9,235.53,2329.2,237.92,6274.4,321.2,4275.7,303.93,5303.9,293.1,4602.2,308.34,4710.8,289.85,4566.3,289.93,3349.5,269.35,4141.7,292.49,5237.4,317.71
15580,4462.7,257.06,2608.3,214.13,2457.9,214.38,2314.1,203.49,5971.8,298.44,4537.7,277.93,5295.5,276.92,4291.5,283.07,4135.2,263.7,4247.2,268.03,3293.2,244.62,4048.2,271.56,4706.8,305.67
15878,4756.4,247.01,3234.7,216.81,2760.8,205.13,2979.6,208.09,7041,295.25,5123.8,269.23,6050.7,261.96,4895.5,269.18,4872.1,252.88,4687.9,254.47,3735.9,229.34,4572.2,258.55,5730.7,288.27
16180,4355.6,289.27,2969.9,254.05,2472,247.5,2960.4,253.34,6742.7,330.89,4734.5,302.35,5752.8,299.39,5148.6,324.62,4948.6,301.19,4861.1,298.21,3690.3,278.64,4369.7,295.65,6156.1,340.62
16478,5218.7,269.23,3096.7,213.71,2684.9,208.74,3214.7,219.98,6821.9,311.24,5010.2,280.25,5301.2,263.12,4674.3,273.98,4614,252.81,4480.6,258.34,3655.3,238.6,4249.9,262.67,5145.1,293.01
16782,5187.5,308.12,3412.8,264.24,2681.9,254.14,3194,261.79,6879,335.31,5546,319.19,6404.4,315.85,5177.4,331.12,4465.3,302.99,4680.6,307.11,3750.7,285.96,4793.2,314.78,5752.2,337.93
17082,4329.7,288.55,2863.2,246.75,2191.1,240.07,2625.3,247.34,5414.5,310.44,4894.5,308.69,5673.1,295.46,4734,315.32,3910.2,283.43,4325.5,297.53,3549.6,274.33,4337.6,298.35,4115,298.51
17424,4678.1,265.13,2991.6,211.5,2531.9,208.59,3112.7,217.74,5920.6,298.41,4942.8,284.75,5168.8,269.34,4582.2,278.32,3831.9,245.28,4154.9,258.13,3461.4,233.64,4138.4,262.06,3862.2,259.92
17680,5072.1,289.49,3228.7,246.52,2750.6,243.15,3340.1,252.35,7304.7,333.85,5901.3,312.41,6264.9,296.44,5347.6,321.26,4233.1,289.17,4698.7,302.18,3772.8,273,4468.1,293.61,5018.3,310.74
17980,5139.5,274.51,3491.3,225.57,2731.9,222.17,3391.7,234.2,6972.6,313.45,5631.8,289.71,6210.6,275.2,5146.8,283.82,4062.2,255.76,4617.2,270.27,3773.1,249.21,4493.1,267.78,4630.4,269.01
18290,4013.5,270.71,2756.6,220.08,2146.1,220.2,2621.1,229.57,5690,319.74,4323.5,285.97,4980.4,270.55,4874.8,278.63,3888,256.49,4202.9,264.09,3275.4,240.21,3689.2,265.43,4037.2,262.43
18620,5569.4,286.91,3692.5,242.37,3012,246.07,3649.9,256.08,7932.7,347.34,5627.1,298.54,6186.8,288.08,5257,304.7,4097.8,281.17,4606.5,278.81,3807.2,267.18,4278,278.07,4796.8,289.44
18900,3752.4,250.15,2664.3,204.97,1966.6,202.26,2456.9,216.01,5633.1,297.08,4270.9,272.34,4842.8,255.42,3909.3,262.77,2950.8,238.63,3731.9,252.46,2767,225.65,3670.4,253.73,2627,229.75
19188,4596.5,295.61,2907.2,252.74,2552.7,258.71,3043.8,261.71,6857.6,322.09,4518.6,302.42,5319.4,301.51,5009.9,318.64,3831.5,294.66,4406.3,306.21,3440.7,282.14,3885.5,296.78,5727.8,323.45
19486,5373,297.42,3245.4,244.83,2859.5,254.26,3319.5,257.39,6869.9,342.53,4925.1,302.95,5405.6,294.33,4672,309.9,3370.3,285.62,4089.6,297.09,3343.4,281.59,4010.3,291.94,4867.7,314.72
19780,5323.6,254.4,3104.5,200.68,2940.1,211.03,3282.8,219.67,7616.7,316.05,5156,260.39,5899.3,255.44,4896.1,255.67,3657.2,231.81,4447.8,242.71,3545.3,226.2,4292.8,248.51,5475.6,263.93
20116,4270,296.42,2597.9,251.01,2479.8,258.34,2703.9,263.12,4582.8,343.47,3964,293.18,4708.3,296.4,4589.3,313.27,3547.2,293.83,4234.3,298.54,3027.3,281.17,3469.3,291.7,5389.7,321.64
20388,5364.7,289.57,3441.5,249.6,3156.8,246.85,3462.8,257.91,7029.7,364.73,4878.1,292.82,5206.5,287.75,4544.1,296.72,3647.2,278.98,4292.5,283.06,3305.9,262.76,4043.3,283.71,4900.7,305.2
20686,5157.2,262.89,3129.8,219.64,3004.1,221.95,3183,228.99,7077.7,333.97,4748.8,269.11,5387.2,268.29,4737.1,268.6,3885.4,251.58,4830.8,261.61,3463.7,236.9,4136.2,251.4,5565,281.59
20984,4812.9,293.24,2926.6,252.75,2861.7,257.73,3042.4,260.24,7008.9,368.01,4410.4,298.64,4931.7,297.91,4588.9,306.35,3802.5,293.59,4919.9,302.42,3531.5,274.03,3867.9,286.25,5577,321.29
21282,5147.4,264.39,3245,222.57,3153.1,216.47,3406.6,224.45,6916.7,332.91,4652.6,266.56,4745.4,266.95,4142.5,265.58,3472.8,245.11,4588.1,263.29,3079.1,231.02,3742.1,253.99,4770.6,278.2
21588,5037.8,247.55,3178.5,201.33,3179.7,204.01,3361.8,205.01,7683,318.41,4727.4,248.86,5047.3,244.62,4119.8,239.48,3786.9,228.98,5063.4,244.25,3297.6,211.89,4021.5,232.56,5330.5,259.08
